n,flops_per_sec
485,1.21681e+08
486,1.1237e+08
487,1.20764e+08
488,1.41102e+08
489,1.42774e+08
490,1.42996e+08
491,1.43017e+08
492,1.431e+08
493,1.41059e+08
494,1.326e+08
495,1.10734e+08
496,1.31664e+08
497,1.30887e+08
498,1.31781e+08
499,1.39379e+08
500,1.20734e+08
501,1.23414e+08
502,1.43088e+08
503,1.40824e+08
504,1.43318e+08
505,1.26056e+08
506,1.43214e+08
507,1.41679e+08
508,1.30012e+08
509,1.39312e+08
510,1.25786e+08
511,1.25209e+08
512,1.27856e+08
